Código;GT;Autores;Instituciones
5566 ;19. Acciones Colectivas y Movimientos Sociales;1Silva Rodrigues Neivania;1 - Universidade Federal do Ceará
5567 ;17. Trabajo y Restructuración Productiva;1Daniel Giorgetti;1 - UBA
5568 ;17. Trabajo y Restructuración Productiva;1Germán Antonino Corona Aguilar;1 - Universidad Autónoma de Ciudad Juárez
5570 ;26. Sociología de los Cuerpos y las Emociones;"1Adriana Munayer; 1Sonia Onofri";1 - Univerisdade FUMEC
5571 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Rafael Viana Mendes;1 - Universidade Federal do Ceará
5572 ;17. Trabajo y Restructuración Productiva;1José David Alarid Dieguez;1 - Universidad Pedagógica Nacional- México
5573 ;07. Desarrollo Territorial, Desigualdades y descentralización;1Ovidio D´Angelo Hernández;1 - Centro de Investigaciones Psicológicas y Sociológicas-CIPS
5574 ;21. Sociología de la Niñez, Juventud y Envejecimiento;"1Rafael Garcia Campos; 1Dinair Ferreira Machado; 1Margareth Aparecida Santini De Almeida";1 - Faculdade de Medicina de Botucatu- São Paulo/UNESP - Departamento de Saúde Pública
5575 ;19. Acciones Colectivas y Movimientos Sociales;"1Mouraes Rosilene Silva; 1Palhano Silva Paulo Roberto; 1Batista Maria Nilda Faustino; 1Netto Celestino; 1Bianca Joelma; 1Nunes Passos Daniel Deyson; 2Linhart Jan";1 - GEPeeeS - UFPB, 2 - GEPeeeS-UFPB
5576 ;18. Salud y Seguridad Social;1Soares Silvio;1 - UNESP-Marília
5577 ;12. sociología de la cultura, arte e interculturalidad;1Arturo Enoch Cariño Montero;1 - FES Argaón (UNAM)
5578 ;26. Sociología de los Cuerpos y las Emociones;1Nathaly Jiménez Reinales;1 - Universidad del Rosario
5580 ;24. Sociología de la Educación y Políticas Educativas;"1Ana Claudia Rodrigues De Oliveira; 1Fabio Lanza";1 - Universidade Estadual de Londrina - UEL
5583 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;1José Raimundo Oliveira Lima José;1 - Univerisdade Estadual de Feira de Santana
5585 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1Edina Schimanski; 1Marcela Caroline Pereira; 1Erica Fernanda Paula";1 - UEPG
5586 ;16. Universidad Latinoamericana: interpelaciones y desafíos;1José Raimundo Oliveira Lima José;1 - Univerisdade Estadual de Feira de Santana
5587 ;06. Imaginarios Sociales y Memoria;1José Raimundo Oliveira Lima José;1 - Univerisdade Estadual de Feira de Santana
5588 ;24. Sociología de la Educación y Políticas Educativas;"1Maria Das Dores Lopes Da Silva Ferreira Félix; 1Leão Xavier Da Costa Neto";1 - INSTITUTO FEDERAL DE EDUCAÇÃO DO RIO GRANDE DO NORTE-IFRN
5589 ;16. Universidad Latinoamericana: interpelaciones y desafíos;1Arodí Monserrat Díaz Rocha;1 - El Colegio de San Luis
5590 ;26. Sociología de los Cuerpos y las Emociones;1Daniel Espejel Robles;1 - CIISDER-UAT
5591 ;06. Imaginarios Sociales y Memoria;1María Constanza Marchant Cordero;1 - Universidad de la Frontera
5592 ;05. Desarrollo Rural y cuestión agraria;1Robson Dos Santos;1 - Universidade de Brasília
5593 ;Panel;"1Amurabi Oliveira; 2Diego Pereyra; 3Daniela Sabatovich; 4Ana Marcela Ficcardi";1 - Universidade Federal de Santa Catarina, 2 - UBA/UNLa/UNL, 3 - Consejo de Formación en Educación. Administración Nacional de Educación Pública, 4 - Universidad Nacional de Cuyo
5594 ;23. Corrupción, Violencia Social, Seguridad y Defensa;1Jose De Jesus Filho;1 - Fundação Getúlio Vargas
5595 ;01. Ciencia, Tecnologías e Innovación;1Susana Soares;1 - UFRGS
5596 ;08. Desigualdad, Pobreza y Exclusión Social;1Sebastian Fuentes;1 - CONICET/FLACSO/UNTREF
5599 ;19. Acciones Colectivas y Movimientos Sociales;"1Hennielys Anais Querales Machadi; 1Jesús Eduardo Canelón Pérez";1 - Universidad Centroocidental Lisandro Alvarado
5601 ;15. Metodología y Epistemología de las Ciencias Sociales;1Irisela Sánchez Pérez;"1 - Universidad Pedagógica Nacional; UNAM-FCPyS"
5602 ;12. sociología de la cultura, arte e interculturalidad;1Paula Miguel;1 - Universidad de Buenos Aires
5604 ;09. Estructura Social, Dinámica Demográfica y Migraciones;"1Blanca Aquino Sanchez; 1Andrea María Wehrle Martínez; 1Rodolfo Elías";1 - Investigación para el Desarrollo
5605 ;02. Ciudades Latinoamericanas en el Nuevo Milenio;1Rogério Leandro Lima Da Silveira;1 - Programa de Pós-Graduação em Desenvolvimento Regional - Universidade de Santa Cruz do Sul
5606 ;19. Acciones Colectivas y Movimientos Sociales;"1Fernando Vieira; 2Italo Aguiar";1 - IUPERJ, 2 - PUC-RJ
5609 ;21. Sociología de la Niñez, Juventud y Envejecimiento;"1Priscilla Marinho; 1Raquel Fernandes";1 - Universidade Federal Rural de Pernambuco
5610 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Amannda De Sales Lima;1 - Universidade de Brasília
5611 ;13. Teoría Social y Pensamiento Latinoamericano;1Livan Pita;1 - Cultura
5612 ;16. Universidad Latinoamericana: interpelaciones y desafíos;"1Célia Elizabete Caregnato; 1Leandro Raizer; 1Bernardo Sfredo Miorando";1 - Universidade Federal do Rio Grande do Sul
5613 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Cláudia Pereira Ferraz;1 - Pontifícia Universidad Catolica de São Paulo
5620 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1María De Fátima Flores Palacios;1 - UNAM
5621 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;1Maria Elisabete Gontijo Dos Santos;1 - CEDEFES
5626 ;19. Acciones Colectivas y Movimientos Sociales;1Claudia Andrea Villagrán Muñoz;1 - Instituto de la Comunicación e Imagen (ICEI), Universidad de Chile
5629 ;Panel;"1Wagner Iglecias; 2Consuelo Silva Flores; 3Carlos Eduardo Martins; 4Ariel Noyola Rodriguez; 5Julián Kan; 6Igor Fuser";1 - Universidade de São Paulo, 2 - Universidad Arcis, 3 - Universidade Federal do Rio de Janeiro, 4 - Centro de Investigación sobre la Globalización, Global Research, 5 - Universidad de Buenos Aires, 6 - Universidade Federal do ABC
5632 ;07. Desarrollo Territorial, Desigualdades y descentralización;1Maria Florencia Petrillo;1 - UBA
5634 ;05. Desarrollo Rural y cuestión agraria;"1Francis Casagranda Zanella; 1Marcos Botton Piccin";1 - Programa de Pós-Graduação em Extensão Rural - Universidade Federal de Santa Maria
5636 ;06. Imaginarios Sociales y Memoria;"1Sergiana Vieira Dos Santos; 1Rachel Rocha de Almeida Barros";1 - Universidade Federal de Alagoas
5637 ;10. Estudios políticos, Sociojurídicos e Instituciones;"1Bernardo São Clemente; 1Ana Maria Ribeiro; 1Emmanuel Oguri";1 - PPGSD/UFF
5638 ;10. Estudios políticos, Sociojurídicos e Instituciones;1Sol Sebastian;1 - Instituto de Estudios de América Latina y el Caribe, Facultad de Ciencias Sociales, UBA
5640 ;01. Ciencia, Tecnologías e Innovación;"1Héctor Gonzalo Rojas Pescio; 2Verónica Alejandra Roa Petrasic";1 - Ureus Tecnología Multimedia e Informática, 2 - Universidad de Santiago de Chile
5641 ;20. Sociología de la Religión;"1Jhenifer Vieira De Almeida; 1Dr Vitor De Moraes Peixoto";1 - UENF
5642 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;"1Danielle Silva Pereira Dani; 2Antônio José De Araújo Ferreira Antônio";1 - Universidade Estadual do Maranhão, 2 - Universidade Federal do Maranhão
5643 ;24. Sociología de la Educación y Políticas Educativas;1Rodrigo De Macedo Lopes;1 - Universidade Federal do Rio Grande do Sul
5644 ;05. Desarrollo Rural y cuestión agraria;1David Junior De Souza Silva;1 - Universidade Federal do Amapá - UNIFAP
5647 ;10. Estudios políticos, Sociojurídicos e Instituciones;"1Amelia Barreiro; 2Silvia Carlini; 2Evelyn Cels; 2Laura Duguine; 2Andrea Gutiérrez; 2Daniela Micheli; 2Victor Pagano; 2Celeste Perosino; 2Nadia Rabuffetti; 2Belén Sandoval";1 - ACCT (Acciones Coordinadas Contra la Trata), 2 - ACCT
5649 ;02. Ciudades Latinoamericanas en el Nuevo Milenio;1Eduardo Gomes Machado;1 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira (UNILAB)
5650 ;10. Estudios políticos, Sociojurídicos e Instituciones;1Gabriel Quintanilha Kubrusly;1 - FGV/CPDOC
5651 ;09. Estructura Social, Dinámica Demográfica y Migraciones;"1Costa Ribeiro Carlos; 2Machado Weverthon";1 - IESP-UERJ, 2 - iesp.uerj
5652 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Maria Do Rosário De Fátima Andrade Leitão;1 - UFRPE
5653 ;06. Imaginarios Sociales y Memoria;1Michele Guerreiro Ferreira;1 - UFPE - Universidade Federal de Pernambuco
5654 ;20. Sociología de la Religión;1Carlos Piñones;1 - Instituto de Estudios Internacionales Universidad Arturo Prat, Iquique, Chile
5655 ;09. Estructura Social, Dinámica Demográfica y Migraciones;1Washington Santana De Jesus;1 - IESP-UERJ
5656 ;24. Sociología de la Educación y Políticas Educativas;1Fabiana Maria Costa;1 - UFPE
5657 ;26. Sociología de los Cuerpos y las Emociones;"1Luis Adrián Miranda Pérez; 1Juan Pablo Zebadúa Carbonell";1 - Universidad Autónoma de Chiapas
5658 ;17. Trabajo y Restructuración Productiva;1Felipe Marchant Fuentes;1 - Universidad Catolica de Temuco
5659 ;19. Acciones Colectivas y Movimientos Sociales;1Almada Pablo;1 - Universidade Estadual de Londrina
5660 ;19. Acciones Colectivas y Movimientos Sociales;"1Alyne Nunes; 1Daniel Monteiro";1 - Programa de Pós-Graduação em Sociologia - Universidade Federal de Pernambuco
5661 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;1Felipe Baunilha;1 - Secretaria de Educação do Estado da Paraíba
5663 ;15. Metodología y Epistemología de las Ciencias Sociales;1Cristian Orellana Fonseca;1 - Universidad del Bío-Bío
5664 ;26. Sociología de los Cuerpos y las Emociones;1Rebeca Cena;1 - CONICET-UNRC-CIES
5665 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;"1Raíssa Curto Tochetto; 1Allan Bubna";1 - Universidade de Brasília
5666 ;24. Sociología de la Educación y Políticas Educativas;"1Elenaor Gomes Palhano; 2Valter Santos";1 - Universidade Fedreal do Pará, 2 - Universidade do Estado Pará
5667 ;13. Teoría Social y Pensamiento Latinoamericano;1Alejandro Daniel Mastellone;1 - Universidad de Buenos Aires
5668 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1Valdonilson Barbosa Dos Santos Nilson; 2Mary Alves Mendes Mary";1 - UFCG, 2 - UFPI
5670 ;12. sociología de la cultura, arte e interculturalidad;1Nicholas Rauschenberg;1 - UBA
5671 ;15. Metodología y Epistemología de las Ciencias Sociales;1Rocío Adela Andrade Cázares;1 - Universidad Autónoma de Querétaro
5672 ;01. Ciencia, Tecnologías e Innovación;1Santiago Manuel Garrido;1 - Insittuto de Estudios sobre la Ciencia y la Tecnología - Universidad Nacional de Quilmes / CONICET
5673 ;16. Universidad Latinoamericana: interpelaciones y desafíos;"1Lucía Trotta; 1Yamila Duarte";1 - UNLP
5674 ;09. Estructura Social, Dinámica Demográfica y Migraciones;"1Sandra Gil Araujo; 2Janeth Clavijo; 3Veronica Jaramillo; 3Silvana Santi";1 - CONICET/IIGG-UBA, 2 - CONICET/CEA-UNC, 3 - IIGG-UBA
5675 ;01. Ciencia, Tecnologías e Innovación;"1Marta Cordeiro Da Silva Gomes; 1Emanulle De Souza Barbosa; 1Anna Rita Sartore";1 - Universidade Federal de Pernambuco
5678 ;08. Desigualdad, Pobreza y Exclusión Social;1Gabriela Guzmán León;1 - Universidad Autónoma de Sinaloa
5679 ;09. Estructura Social, Dinámica Demográfica y Migraciones;"1Maria Gabriela Córdova; 1José Manuel Gaete Fiscella; 1Helena Román Alonso";1 - CEDER, Universidad de los Lagos
5680 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;1Engel Magdalena Arias Navarrete;1 - Universidad de Concepción
5681 ;19. Acciones Colectivas y Movimientos Sociales;"1Marcos Paulo Gomes Barbosa; 1André Felipe Bandeira Cavalcante; 1Floriza Soares Bezerra";1 - UFRN
5682 ;23. Corrupción, Violencia Social, Seguridad y Defensa;"1Ines Mancini; 1Julieta Rey";1 - UNIVERSIDAD NACIONAL DE AVELLANEDA
5683 ;05. Desarrollo Rural y cuestión agraria;1José Carlos López Sánchez;1 - Universidad Autónoma de Sinaloa
5684 ;18. Salud y Seguridad Social;"1Claudio Orlando Vásquez Wiedeman; 1Daniel Rodrigo Vallejos Quilodrán";1 - Universidad Autónoma de Chile
5687 ;26. Sociología de los Cuerpos y las Emociones;1Nicolás Rivera Avila;1 - Colegio de Psicoanálisis Lacaniano
5688 ;08. Desigualdad, Pobreza y Exclusión Social;1Marcelo A Graciosi Barrios;1 - Facultad de Humanidades
5689 ;08. Desigualdad, Pobreza y Exclusión Social;1Rossana Mattos;1 - UFES
5690 ;03. Producción, Consumos Culturales y Medios de Comunicación;1Ferraz Pereira Cláudia;1 - PUC/SP
5691 ;01. Ciencia, Tecnologías e Innovación;1Alexandre Quaresma;1 - RENANOSOMA/FDB
5692 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1Rocio González Pereyra; 1Francisco Sánchez Espinoza; 1Silvano Victoria De La Rosa";1 - BUAP
5693 ;23. Corrupción, Violencia Social, Seguridad y Defensa;1Misael Antonio Dormes Sotelo;1 - Universidad Centroamericana-Nicaragua
5694 ;12. sociología de la cultura, arte e interculturalidad;1Misael Antonio Dormes Sotelo;1 - Universidad Centroamericana-Nicaragua
5696 ;16. Universidad Latinoamericana: interpelaciones y desafíos;1Thalles Ricardo De Melo Silva;1 - Universidade Federal de Santa Maria
5697 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Angela Boitano Gruettner;1 - U. DIEGO PORTALES
5698 ;01. Ciencia, Tecnologías e Innovación;"1Cidonea Machado Deponti; 1Silvio Cezar Arend; 1Rosane Bernardete Brochier Kist";1 - UNISC
5699 ;01. Ciencia, Tecnologías e Innovación;"1Cidonea Machado Deponti; 1Luana Barcelos; 1Douglas Ritt";1 - UNISC
5700 ;16. Universidad Latinoamericana: interpelaciones y desafíos;1Carlos Jairo Cabanzo Carreño;1 - Corporación Universitaria Uniminuto
5701 ;25. Integración Regional, Geopolítica y Desarrollo;1Jean Jacques Kourliandsky;1 - FONDATION JEAN JAURES
5702 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;1Pablo Andres Ramos Baron;1 - Pontificia Universidad Javeriana
5703 ;07. Desarrollo Territorial, Desigualdades y descentralización;"1Marisa Dos Santos Ferreira; 1Elias Pedro Nascimento Dos Santos; 1Raimundo Rodrigues De Oliveira Neto; 1Josenildo De Souza E Silva";1 - UFPI
5704 ;19. Acciones Colectivas y Movimientos Sociales;1Cesar Fabian Sanchez;1 - Universidad Nacional de Santiago del Estero
5706 ;15. Metodología y Epistemología de las Ciencias Sociales;"1José Carlos López Hernández; 1Diego Sánchez Aguilar";1 - Dirección General de Bachillerato
5707 ;09. Estructura Social, Dinámica Demográfica y Migraciones;1Ilithya Guevara Hernandez;1 - Universidad Autónoma de Querétaro
5708 ;13. Teoría Social y Pensamiento Latinoamericano;1Anna Kristyna;1 - Universidade Federal da Paraíba
5709 ;01. Ciencia, Tecnologías e Innovación;1Felipe Ignacio Arameda Ávila;1 - Investigador Independiente
5710 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;1Liliana Isela Robles Ponce;1 - Universidad de Guanajuato
5711 ;24. Sociología de la Educación y Políticas Educativas;1Héctor Cárcamo Vásquez;1 - Universidad del Bio Bio
5712 ;15. Metodología y Epistemología de las Ciencias Sociales;1Miguel Angel Pérez Reynoso;1 - Universidad Pedagógica Nacional
5713 ;24. Sociología de la Educación y Políticas Educativas;1Miguel Angelp Pérez Reynoso;1 - Universidad Pedagógica Nacional
5714 ;21. Sociología de la Niñez, Juventud y Envejecimiento;1Miguel Angel Pérez Reynoso;1 - Universidad Pedagógica Nacional
5715 ;19. Acciones Colectivas y Movimientos Sociales;"1Alfredo Falero; 1Mariana Fry";1 - Departamento de Sociología, Facultad de Ciencias Sociales, Universidad de la República
5716 ;06. Imaginarios Sociales y Memoria;"1María Andrea Sandoval Faúndez; 1Javiera Elisabet Giacaman Ñancupan; 1Camilo Antonio Rifo Sandoval; 1Ricardo Andrés Espinoza Mendoza; 1María Ignacia Lagunas Wlack; 1Jacqueline Alejandra Espinoza Ortiz; 1María Angélica Benavides Andrades";1 - Universidad de Concepción
5717 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;"1Ana Luz Quintanilla-Montoya; 1Rocío Sinaid Álvarez Cervantes; 2Lilia Zizumbo Villarreal; 1Evelyn Rodríguez Morril";1 - Universidad de Colima, 2 - Universidad Autónoma del Estado de México
5720 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Valeria Roxana Venticinque;1 - UCU/UNR/UNL
5721 ;23. Corrupción, Violencia Social, Seguridad y Defensa;"1Erlando Da Silva Reses; 2Walace Roza Pinel";1 - Unb (Univ. de Brasilia), 2 - Unb (Univ de Brasilia)
5722 ;22. Sociología del Ocio y el Deporte;"1Ricardo João Sonoda-Nunes; 1Wanderley Marchi Júnior";1 - Universidade Federal do Paraná/UFPR - Asociacion Latinoamericana de Estudios Socioculturales del Deporte/ALESDE
5723 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;1Baltazar Sousa;1 - Universidade Federal da Paraíba
5724 ;17. Trabajo y Restructuración Productiva;1Carlos Mejía Reyes;1 - UAEH
5725 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;1Henrique Guimarães Coutinho;1 - Fundação Joaquim Nabuco- Ministério da Educação
5726 ;02. Ciudades Latinoamericanas en el Nuevo Milenio;1Marcelle Borges Lemes Da Silva;1 - Universidade Federal do Paraná
5727 ;12. sociología de la cultura, arte e interculturalidad;1Beatriz Patriota;1 - UFSCar
5729 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;1Alejandra Baños Montes De Oca;1 - Universidad Autónoma de la Ciudad de México
5730 ;17. Trabajo y Restructuración Productiva;1Paulo Fernandes Keller Paulo Keller;1 - Universidade Federal do Maranhão
5731 ;19. Acciones Colectivas y Movimientos Sociales;"1Pablo Ornelas Rosa; 1Paulo Edgar Da Rocha Resende";1 - UVV/ES
5732 ;10. Estudios políticos, Sociojurídicos e Instituciones;"1Pablo Ornelas Rosa; 1Ramiro De Ornelas Rosa";1 - UVV/ES
5734 ;16. Universidad Latinoamericana: interpelaciones y desafíos;1Edwin Patricio Pilca Picuasi;1 - Universidad Central del Ecuador
5735 ;03. Producción, Consumos Culturales y Medios de Comunicación;1Mariana Barreto;1 - Universidade Federal do Ceará - UFC
5736 ;20. Sociología de la Religión;"1Igor Suzano Machado; 2Ana Paula Costa; 3Bruno Monteiro Duarte; 4Luciano Rodrigues Alves";1 - UFES, 2 - Universidade de Coimbra, 3 - UFV, 4 - TJ-MG
5739 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Fabiane Simioni;1 - Universidade Federal do Rio Grande
5740 ;16. Universidad Latinoamericana: interpelaciones y desafíos;"1Marisa Fernández; 1Lucía Barbagallo";1 - Centro Regional Universitario Bariloche Universidad Nacional del Comahue
5742 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;1Carolina Silva Ribeiro;1 - PPGE-UFBA
5744 ;26. Sociología de los Cuerpos y las Emociones;1Lina Marcela Silva Ramírez;1 - Corporación Universitaria Minuto de Dios
